Order ID,Unit Price,Production Charges,Amount,Profit,Profit Percentage,Profit and Loss,Quantity,Product Standard,Category,Sub-Category,PaymentMode
B-25891,30.25,80,121,41,33.88%,Profit,4,Low Cost Product,Clothing,Stole,UPI
B-25903,168,279,336,57,16.96%,Profit,2,Low Cost Product,Electronics,Phones,COD
B-25851,112,265,336,71,21.13%,Profit,3,Low Cost Product,Furniture,Bookcases,COD
B-26089,27,23,27,4,14.81%,Profit,1,Low Cost Product,Clothing,Hankerchief,COD
B-25996,166.5,283,333,50,15.02%,Profit,2,Low Cost Product,Electronics,Phones,COD
B-25881,12,29,36,7,19.44%,Profit,3,Low Cost Product,Clothing,Leggings,Debit Card
B-25621,111,348,333,-15,-4.50%,Loss,3,Low Cost Product,Electronics,Phones,COD
B-25727,81.75,213,327,114,34.86%,Profit,4,Low Cost Product,Clothing,Trousers,COD
B-25843,6,12,18,6,33.33%,Profit,3,Low Cost Product,Clothing,Hankerchief,UPI
B-26050,46.43,293,325,32,9.85%,Profit,7,Low Cost Product,Clothing,T-shirt,COD
B-25741,68.86,488,482,-6,-1.24%,Loss,7,Low Cost Product,Electronics,Electronic Games,EMI
B-25756,116.25,498,465,-33,-7.10%,Loss,4,Low Cost Product,Electronics,Phones,EMI
B-25787,13.33,52,40,-12,-30.00%,Loss,3,Low Cost Product,Clothing,Shirt,COD
B-25603,17.83,71,107,36,33.64%,Profit,6,Low Cost Product,Clothing,Stole,COD
B-25655,44.57,624,312,-312,-100.00%,Loss,7,Low Cost Product,Furniture,Chairs,COD
B-26096,150.33,426,451,25,5.54%,Profit,3,Low Cost Product,Electronics,Phones,EMI
B-25962,312,250,312,62,19.87%,Profit,1,Low Cost Product,Electronics,Electronic Games,COD
B-26007,155.5,239,311,72,23.15%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-26088,5.5,6,11,5,45.45%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25673,12.33,42,37,-5,-13.51%,Loss,3,Low Cost Product,Clothing,T-shirt,Debit Card
B-25664,111,644,444,-200,-45.05%,Loss,4,Low Cost Product,Electronics,Phones,EMI
B-25642,39.45,408,434,26,5.99%,Profit,11,Low Cost Product,Clothing,Shirt,Credit Card
B-25987,49.83,299,299,0,0.00%,Breakeven Point,6,Low Cost Product,Clothing,Stole,COD
B-25903,12.33,20,37,17,45.95%,Profit,3,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25770,149.5,186,299,113,37.79%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-25840,149,224,298,74,24.83%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-25846,13.43,87,94,7,7.45%,Profit,7,Low Cost Product,Clothing,Leggings,UPI
B-25745,26.91,71,296,225,76.01%,Profit,11,Low Cost Product,Clothing,Saree,COD
B-26073,12.33,20,37,17,45.95%,Profit,3,Low Cost Product,Clothing,Hankerchief,Debit Card
B-26030,145.5,198,291,93,31.96%,Profit,2,Low Cost Product,Electronics,Printers,COD
B-25678,327,366,327,-39,-11.93%,Loss,1,Low Cost Product,Electronics,Phones,COD
B-26035,26.45,172,291,119,40.89%,Profit,11,Low Cost Product,Clothing,Saree,COD
B-25896,47.83,353,287,-66,-23.00%,Loss,6,Low Cost Product,Clothing,Kurti,COD
B-25989,42,27,42,15,35.71%,Profit,1,Low Cost Product,Electronics,Accessories,UPI
B-26016,143,368,429,61,14.22%,Profit,3,Low Cost Product,Electronics,Electronic Games,Credit Card
B-26009,142.5,157,285,128,44.91%,Profit,2,Low Cost Product,Electronics,Printers,COD
B-25915,277,274,277,3,1.08%,Profit,1,Low Cost Product,Electronics,Electronic Games,COD
B-25845,68.5,281,274,-7,-2.55%,Loss,4,Low Cost Product,Electronics,Phones,COD
B-25645,68.25,360,273,-87,-31.87%,Loss,4,Low Cost Product,Electronics,Phones,COD
B-25803,269,178,269,91,33.83%,Profit,1,Low Cost Product,Electronics,Electronic Games,COD
B-26030,11,6,11,5,45.45%,Profit,1,Low Cost Product,Clothing,Skirt,COD
B-25955,19.5,37,39,2,5.13%,Profit,2,Low Cost Product,Clothing,Saree,Debit Card
B-26096,88,290,264,-26,-9.85%,Loss,3,Low Cost Product,Clothing,Trousers,COD
B-25635,13.33,24,40,16,40.00%,Profit,3,Low Cost Product,Clothing,Hankerchief,Debit Card
B-26038,20.5,22,41,19,46.34%,Profit,2,Low Cost Product,Clothing,T-shirt,Debit Card
B-25791,126.5,316,253,-63,-24.90%,Loss,2,Low Cost Product,Clothing,Saree,UPI
B-26014,58,309,406,97,23.89%,Profit,7,Low Cost Product,Furniture,Chairs,Credit Card
B-25751,10.67,25,32,7,21.88%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25962,130,192,260,68,26.15%,Profit,2,Low Cost Product,Electronics,Printers,COD
B-26025,8.2,22,41,19,46.34%,Profit,5,Low Cost Product,Clothing,Hankerchief,Debit Card
B-26048,66.83,388,401,13,3.24%,Profit,6,Low Cost Product,Furniture,Chairs,Credit Card
B-25635,127.33,352,382,30,7.85%,Profit,3,Low Cost Product,Clothing,Saree,Credit Card
B-25981,173.4,616,867,251,28.95%,Profit,5,Low Cost Product,Electronics,Phones,COD
B-25610,14.33,43,43,0,0.00%,Breakeven Point,3,Low Cost Product,Clothing,Saree,Debit Card
B-25733,6.14,86,43,-43,-100.00%,Loss,7,Low Cost Product,Clothing,Stole,Debit Card
B-25977,24.67,45,74,29,39.19%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25655,14.67,70,44,-26,-59.09%,Loss,3,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25612,129.5,314,259,-55,-21.24%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-25608,51.4,234,257,23,8.95%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25752,15.2,49,76,27,35.53%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-25700,14.67,76,44,-32,-72.73%,Loss,3,Low Cost Product,Clothing,Stole,Debit Card
B-25856,128.5,254,257,3,1.17%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-26026,28.33,179,255,76,29.80%,Profit,9,Low Cost Product,Clothing,Hankerchief,COD
B-25861,14.67,30,44,14,31.82%,Profit,3,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25673,11.25,47,45,-2,-4.44%,Loss,4,Low Cost Product,Clothing,Shirt,COD
B-25681,44,47,44,-3,-6.82%,Loss,1,Low Cost Product,Clothing,Saree,Debit Card
B-26051,191,263,382,119,31.15%,Profit,2,Low Cost Product,Clothing,Saree,Credit Card
B-25951,83.33,150,250,100,40.00%,Profit,3,Low Cost Product,Clothing,Trousers,COD
B-25799,22.5,60,45,-15,-33.33%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-26053,123,185,246,61,24.80%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-26030,10,25,50,25,50.00%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-26054,49.2,148,246,98,39.84%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25696,14.67,-55,44,99,225.00%,Profit,3,Low Cost Product,Clothing,Kurti,Debit Card
B-25660,81.67,323,245,-78,-31.84%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25858,122.5,215,245,30,12.24%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-26045,53.71,376,376,0,0.00%,Breakeven Point,7,Low Cost Product,Clothing,Stole,Credit Card
B-25850,15,44,45,1,2.22%,Profit,3,Low Cost Product,Clothing,T-shirt,Debit Card
B-25781,22.5,73,45,-28,-62.22%,Loss,2,Low Cost Product,Clothing,Stole,Debit Card
B-25918,48.8,366,244,-122,-50.00%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-25971,122,161,244,83,34.02%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-25870,10,6,10,4,40.00%,Profit,1,Low Cost Product,Clothing,Kurti,UPI
B-25770,125,195,375,180,48.00%,Profit,3,Low Cost Product,Furniture,Bookcases,Credit Card
B-25757,9.2,32,46,14,30.43%,Profit,5,Low Cost Product,Clothing,Skirt,Debit Card
B-25699,24.5,80,49,-31,-63.27%,Loss,2,Low Cost Product,Clothing,Stole,UPI
B-25776,23.5,67,47,-20,-42.55%,Loss,2,Low Cost Product,Clothing,Kurti,Debit Card
B-25893,50.71,469,355,-114,-32.11%,Loss,7,Low Cost Product,Clothing,Stole,Credit Card
B-25985,6.4,24,32,8,25.00%,Profit,5,Low Cost Product,Clothing,Hankerchief,UPI
B-25681,121.5,257,243,-14,-5.76%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-26063,60.25,318,241,-77,-31.95%,Loss,4,Low Cost Product,Electronics,Electronic Games,COD
B-26032,9.4,32,47,15,31.91%,Profit,5,Low Cost Product,Clothing,Saree,Debit Card
B-26001,8.33,60,50,-10,-20.00%,Loss,6,Low Cost Product,Clothing,Skirt,Debit Card
B-26056,7.5,9,15,6,40.00%,Profit,2,Low Cost Product,Clothing,Hankerchief,COD
B-25850,49.33,124,148,24,16.22%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25767,99.67,327,299,-28,-9.36%,Loss,3,Low Cost Product,Electronics,Electronic Games,UPI
B-25693,68,98,68,-30,-44.12%,Loss,1,Low Cost Product,Electronics,Phones,UPI
B-25850,10.4,34,52,18,34.62%,Profit,5,Low Cost Product,Clothing,Leggings,Debit Card
B-25796,47.8,401,239,-162,-67.78%,Loss,5,Low Cost Product,Furniture,Chairs,COD
B-26053,9,21,27,6,22.22%,Profit,3,Low Cost Product,Clothing,Skirt,COD
B-25650,119,218,238,20,8.40%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-25961,16,32,48,16,33.33%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-26023,22,44,66,22,33.33%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-25809,53,29,53,24,45.28%,Profit,1,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25621,46.6,243,233,-10,-4.29%,Loss,5,Low Cost Product,Electronics,Electronic Games,COD
B-25854,17.67,55,53,-2,-3.77%,Loss,3,Low Cost Product,Clothing,Saree,Debit Card
B-26057,13.5,46,54,8,14.81%,Profit,4,Low Cost Product,Clothing,T-shirt,Debit Card
B-25688,70.4,697,352,-345,-98.01%,Loss,5,Low Cost Product,Clothing,Saree,Credit Card
B-25885,49.86,349,349,0,0.00%,Breakeven Point,7,Low Cost Product,Clothing,Stole,Credit Card
B-25753,56.83,426,341,-85,-24.93%,Loss,6,Low Cost Product,Clothing,Trousers,Credit Card
B-25981,18,42,54,12,22.22%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-26055,28.5,50,57,7,12.28%,Profit,2,Low Cost Product,Clothing,Shirt,UPI
B-25714,48.57,320,340,20,5.88%,Profit,7,Low Cost Product,Clothing,Shirt,Credit Card
B-26055,45.4,179,227,48,21.15%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-25989,330,249,330,81,24.55%,Profit,1,Low Cost Product,Furniture,Bookcases,Credit Card
B-25710,36,254,216,-38,-17.59%,Loss,6,Low Cost Product,Furniture,Furnishings,UPI
B-25773,74.67,367,224,-143,-63.84%,Loss,3,Low Cost Product,Furniture,Chairs,COD
B-25661,27.5,88,55,-33,-60.00%,Loss,2,Low Cost Product,Furniture,Chairs,Debit Card
B-26021,49,28,49,21,42.86%,Profit,1,Low Cost Product,Clothing,Stole,UPI
B-26057,74.67,137,224,87,38.84%,Profit,3,Low Cost Product,Clothing,Trousers,COD
B-25858,111.5,196,223,27,12.11%,Profit,2,Low Cost Product,Furniture,Bookcases,COD
B-25857,40.5,285,324,39,12.04%,Profit,8,Low Cost Product,Electronics,Accessories,Credit Card
B-25656,28,38,56,18,32.14%,Profit,2,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25999,31.86,161,223,62,27.80%,Profit,7,Low Cost Product,Clothing,Shirt,COD
B-25856,5,8,10,2,20.00%,Profit,2,Low Cost Product,Clothing,Skirt,COD
B-25926,11.4,51,57,6,10.53%,Profit,5,Low Cost Product,Clothing,Leggings,Debit Card
B-25728,80.5,435,322,-113,-35.09%,Loss,4,Low Cost Product,Clothing,Saree,Credit Card
B-26076,109.5,215,219,4,1.83%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-25913,14.71,82,103,21,20.39%,Profit,7,Low Cost Product,Clothing,Stole,UPI
B-25703,11.75,74,47,-27,-57.45%,Loss,4,Low Cost Product,Clothing,Saree,COD
B-25858,219,219,219,0,0.00%,Breakeven Point,1,Low Cost Product,Clothing,Saree,COD
B-25727,9.5,105,57,-48,-84.21%,Loss,6,Low Cost Product,Clothing,Leggings,Debit Card
B-26020,53.17,217,319,102,31.97%,Profit,6,Low Cost Product,Electronics,Accessories,Credit Card
B-26003,105,323,315,-8,-2.54%,Loss,3,Low Cost Product,Furniture,Chairs,Credit Card
B-25925,104.67,355,314,-41,-13.06%,Loss,3,Low Cost Product,Electronics,Electronic Games,Credit Card
B-26087,311,271,311,40,12.86%,Profit,1,Low Cost Product,Electronics,Electronic Games,EMI
B-25810,102.33,233,307,74,24.10%,Profit,3,Low Cost Product,Electronics,Accessories,EMI
B-25858,42,185,294,109,37.07%,Profit,7,Low Cost Product,Electronics,Accessories,EMI
B-25861,72,299,216,-83,-38.43%,Loss,3,Low Cost Product,Electronics,Electronic Games,COD
B-25661,29,100,58,-42,-72.41%,Loss,2,Low Cost Product,Furniture,Chairs,Debit Card
B-25943,12,28,48,20,41.67%,Profit,4,Low Cost Product,Clothing,Stole,UPI
B-25955,18,40,54,14,25.93%,Profit,3,Low Cost Product,Clothing,T-shirt,UPI
B-26051,54,166,216,50,23.15%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25999,107.5,245,215,-30,-13.95%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-26083,14.33,35,43,8,18.60%,Profit,3,Low Cost Product,Clothing,Leggings,COD
B-25950,27.2,169,136,-33,-24.26%,Loss,5,Low Cost Product,Clothing,Saree,COD
B-25625,19.67,89,59,-30,-50.85%,Loss,3,Low Cost Product,Clothing,Leggings,Debit Card
B-26055,15.21,209,213,4,1.88%,Profit,14,Low Cost Product,Clothing,Shirt,COD
B-26023,29.5,38,59,21,35.59%,Profit,2,Low Cost Product,Clothing,Stole,Debit Card
B-26010,18.33,52,55,3,5.45%,Profit,3,Low Cost Product,Clothing,T-shirt,COD
B-25955,32.67,232,294,62,21.09%,Profit,9,Low Cost Product,Clothing,T-shirt,EMI
B-25900,105,148,210,62,29.52%,Profit,2,Low Cost Product,Electronics,Phones,COD
B-26089,9.83,35,59,24,40.68%,Profit,6,Low Cost Product,Clothing,Kurti,Debit Card
B-25655,44,427,396,-31,-7.83%,Loss,9,Low Cost Product,Clothing,Saree,COD
B-25979,142,239,284,45,15.85%,Profit,2,Low Cost Product,Furniture,Bookcases,EMI
B-26002,55.2,224,276,52,18.84%,Profit,5,Low Cost Product,Clothing,Saree,EMI
B-25635,11.5,21,23,2,8.70%,Profit,2,Low Cost Product,Clothing,Skirt,UPI
B-26084,52.25,272,209,-63,-30.14%,Loss,4,Low Cost Product,Electronics,Electronic Games,COD
B-25998,10,78,50,-28,-56.00%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-25872,28.5,30,57,27,47.37%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-25795,138,297,276,-21,-7.61%,Loss,2,Low Cost Product,Electronics,Phones,EMI
B-25902,134,262,268,6,2.24%,Profit,2,Low Cost Product,Furniture,Bookcases,UPI
B-25650,89.67,158,269,111,41.26%,Profit,3,Low Cost Product,Clothing,Trousers,EMI
B-25957,209,207,209,2,0.96%,Profit,1,Low Cost Product,Clothing,Saree,COD
B-25793,15,72,60,-12,-20.00%,Loss,4,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25654,134.5,355,269,-86,-31.97%,Loss,2,Low Cost Product,Electronics,Electronic Games,EMI
B-25750,104,233,208,-25,-12.02%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25835,13.5,25,27,2,7.41%,Profit,2,Low Cost Product,Clothing,Leggings,UPI
B-25652,68.67,412,206,-206,-100.00%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-26018,15.25,53,61,8,13.11%,Profit,4,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25750,106,236,212,-24,-11.32%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-25840,43.67,198,262,64,24.43%,Profit,6,Low Cost Product,Clothing,Saree,EMI
B-25756,68,-72,204,276,135.29%,Profit,3,Low Cost Product,Furniture,Bookcases,COD
B-25777,8.43,105,59,-46,-77.97%,Loss,7,Low Cost Product,Clothing,T-shirt,UPI
B-25750,99.5,217,199,-18,-9.05%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25823,59,53,59,6,10.17%,Profit,1,Low Cost Product,Electronics,Accessories,UPI
B-26096,15,36,45,9,20.00%,Profit,3,Low Cost Product,Clothing,Leggings,UPI
B-25757,26.38,192,211,19,9.00%,Profit,8,Low Cost Product,Clothing,Stole,COD
B-25698,32.5,81,65,-16,-24.62%,Loss,2,Low Cost Product,Electronics,Phones,Debit Card
B-25710,6.25,25,25,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Skirt,UPI
B-25994,39.2,203,196,-7,-3.57%,Loss,5,Low Cost Product,Electronics,Phones,COD
B-25950,43.5,248,261,13,4.98%,Profit,6,Low Cost Product,Clothing,Shirt,Credit Card
B-25653,39,312,195,-117,-60.00%,Loss,5,Low Cost Product,Electronics,Phones,COD
B-25785,64,338,192,-146,-76.04%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25863,27,102,189,87,46.03%,Profit,7,Low Cost Product,Clothing,Stole,COD
B-25959,16,30,32,2,6.25%,Profit,2,Low Cost Product,Clothing,Kurti,UPI
B-25991,26.86,175,188,13,6.91%,Profit,7,Low Cost Product,Clothing,Shirt,COD
B-25680,24.33,98,73,-25,-34.25%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25910,51.8,212,259,47,18.15%,Profit,5,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25737,62.33,202,187,-15,-8.02%,Loss,3,Low Cost Product,Clothing,Trousers,COD
B-25853,13,15,26,11,42.31%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-26097,30.83,211,185,-26,-14.05%,Loss,6,Low Cost Product,Furniture,Chairs,COD
B-25875,124,240,248,8,3.23%,Profit,2,Low Cost Product,Clothing,Saree,Credit Card
B-26031,16.75,58,67,9,13.43%,Profit,4,Low Cost Product,Clothing,Leggings,Debit Card
B-25773,82.67,318,248,-70,-28.23%,Loss,3,Low Cost Product,Furniture,Chairs,Credit Card
B-25840,123,185,246,61,24.80%,Profit,2,Low Cost Product,Furniture,Bookcases,Credit Card
B-25908,35.8,204,179,-25,-13.97%,Loss,5,Low Cost Product,Clothing,Kurti,COD
B-26041,35.2,204,176,-28,-15.91%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-26010,35.2,189,176,-13,-7.39%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-25640,34,130,68,-62,-91.18%,Loss,2,Low Cost Product,Clothing,Trousers,Debit Card
B-25794,29.33,139,176,37,21.02%,Profit,6,Low Cost Product,Electronics,Accessories,COD
B-25987,12.57,77,88,11,12.50%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25615,13.6,48,68,20,29.41%,Profit,5,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25997,115.5,132,231,99,42.86%,Profit,2,Low Cost Product,Electronics,Electronic Games,Credit Card
B-25981,31,54,62,8,12.90%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25791,58.33,98,175,77,44.00%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25986,14.2,67,71,4,5.63%,Profit,5,Low Cost Product,Clothing,Leggings,Debit Card
B-25652,58,244,174,-70,-40.23%,Loss,3,Low Cost Product,Electronics,Accessories,COD
B-25952,57.67,104,173,69,39.88%,Profit,3,Low Cost Product,Furniture,Chairs,COD
B-25898,85.5,169,171,2,1.17%,Profit,2,Low Cost Product,Electronics,Electronic Games,COD
B-25785,89.33,293,268,-25,-9.33%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25990,23.67,39,71,32,45.07%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-26091,7.25,19,29,10,34.48%,Profit,4,Low Cost Product,Clothing,Hankerchief,UPI
B-25604,32.5,48,65,17,26.15%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25754,10.29,118,72,-46,-63.89%,Loss,7,Low Cost Product,Clothing,Kurti,Debit Card
B-25724,84,219,168,-51,-30.36%,Loss,2,Low Cost Product,Furniture,Bookcases,COD
B-25757,55,135,165,30,18.18%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25767,37,133,74,-59,-79.73%,Loss,2,Low Cost Product,Electronics,Accessories,Debit Card
B-25886,44.5,72,89,17,19.10%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-25621,76,165,228,63,27.63%,Profit,3,Low Cost Product,Electronics,Electronic Games,Credit Card
B-25967,29.75,143,119,-24,-20.17%,Loss,4,Low Cost Product,Furniture,Furnishings,COD
B-25691,25,100,75,-25,-33.33%,Loss,3,Low Cost Product,Clothing,Stole,UPI
B-25953,16.75,47,67,20,29.85%,Profit,4,Low Cost Product,Clothing,T-shirt,UPI
B-25651,7,7,7,0,0.00%,Breakeven Point,1,Low Cost Product,Clothing,Leggings,COD
B-25828,44.4,187,222,35,15.77%,Profit,5,Low Cost Product,Clothing,Saree,Credit Card
B-25628,54.75,228,219,-9,-4.11%,Loss,4,Low Cost Product,Clothing,Saree,Credit Card
B-25703,21,65,42,-23,-54.76%,Loss,2,Low Cost Product,Furniture,Furnishings,UPI
B-25929,72,351,216,-135,-62.50%,Loss,3,Low Cost Product,Furniture,Chairs,Credit Card
B-25748,23.5,68,47,-21,-44.68%,Loss,2,Low Cost Product,Electronics,Electronic Games,COD
B-25610,13.6,123,68,-55,-80.88%,Loss,5,Low Cost Product,Electronics,Accessories,UPI
B-25903,37,41,74,33,44.59%,Profit,2,Low Cost Product,Clothing,Shirt,Debit Card
B-25878,55,119,165,46,27.88%,Profit,3,Low Cost Product,Furniture,Furnishings,COD
B-26056,50.5,90,101,11,10.89%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-26004,81,89,162,73,45.06%,Profit,2,Low Cost Product,Electronics,Electronic Games,COD
B-25699,20,42,20,-22,-110.00%,Loss,1,Low Cost Product,Furniture,Furnishings,UPI
B-26053,54,107,162,55,33.95%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25654,114.5,252,229,-23,-10.04%,Loss,2,Low Cost Product,Clothing,Saree,UPI
B-25954,13.5,27,27,0,0.00%,Breakeven Point,2,Low Cost Product,Clothing,Leggings,COD
B-25910,97.86,678,685,7,1.02%,Profit,7,Low Cost Product,Clothing,Trousers,UPI
B-26064,15,73,75,2,2.67%,Profit,5,Low Cost Product,Clothing,Leggings,Debit Card
B-25983,20.13,390,161,-229,-142.24%,Loss,8,Low Cost Product,Furniture,Furnishings,COD
B-26002,23.67,52,71,19,26.76%,Profit,3,Low Cost Product,Clothing,T-shirt,COD
B-25650,105.5,316,211,-105,-49.76%,Loss,2,Low Cost Product,Clothing,Saree,Credit Card
B-26043,13.17,74,79,5,6.33%,Profit,6,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25657,6.4,54,32,-22,-68.75%,Loss,5,Low Cost Product,Clothing,Saree,UPI
B-25838,53.67,121,161,40,24.84%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25651,159,155,159,4,2.52%,Profit,1,Low Cost Product,Clothing,Saree,COD
B-25808,52.5,260,210,-50,-23.81%,Loss,4,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25973,39.5,40,79,39,49.37%,Profit,2,Low Cost Product,Clothing,Shirt,Debit Card
B-25698,69,54,207,153,73.91%,Profit,3,Low Cost Product,Clothing,Saree,Credit Card
B-25818,9,36,36,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Kurti,COD
B-26061,206,194,206,12,5.83%,Profit,1,Low Cost Product,Electronics,Printers,Credit Card
B-25878,11.5,46,46,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Leggings,COD
B-26054,52,133,156,23,14.74%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25809,51.33,100,154,54,35.06%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-26042,12,21,36,15,41.67%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-26008,51.5,155,206,51,24.76%,Profit,4,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25927,50,193,200,7,3.50%,Profit,4,Low Cost Product,Electronics,Electronic Games,Credit Card
B-26008,199,200,199,-1,-0.50%,Loss,1,Low Cost Product,Clothing,Saree,Credit Card
B-25753,22,132,154,22,14.29%,Profit,7,Low Cost Product,Clothing,T-shirt,COD
B-25948,50.67,129,152,23,15.13%,Profit,3,Low Cost Product,Furniture,Furnishings,COD
B-26094,25.33,102,152,50,32.89%,Profit,6,Low Cost Product,Clothing,Stole,COD
B-25654,40.67,143,122,-21,-17.21%,Loss,3,Low Cost Product,Furniture,Furnishings,UPI
B-25854,24.83,101,149,48,32.21%,Profit,6,Low Cost Product,Clothing,Stole,COD
B-25623,37.25,236,149,-87,-58.39%,Loss,4,Low Cost Product,Clothing,Saree,COD
B-25985,49.25,177,197,20,10.15%,Profit,4,Low Cost Product,Clothing,Kurti,Credit Card
B-25723,25.33,130,76,-54,-71.05%,Loss,3,Low Cost Product,Electronics,Electronic Games,COD
B-25751,110.5,236,221,-15,-6.79%,Loss,2,Low Cost Product,Electronics,Electronic Games,COD
B-26050,26.33,47,79,32,40.51%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-25800,6.43,33,45,12,26.67%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25673,149,150,149,-1,-0.67%,Loss,1,Low Cost Product,Clothing,Saree,COD
B-26002,26.67,58,80,22,27.50%,Profit,3,Low Cost Product,Clothing,Stole,Debit Card
B-26009,21.67,183,195,12,6.15%,Profit,9,Low Cost Product,Clothing,Shirt,Credit Card
B-25754,6.33,19,19,0,0.00%,Breakeven Point,3,Low Cost Product,Clothing,Skirt,UPI
B-25953,27,40,81,41,50.62%,Profit,3,Low Cost Product,Clothing,Stole,Debit Card
B-26039,16.6,49,83,34,40.96%,Profit,5,Low Cost Product,Clothing,Shirt,Debit Card
B-26001,37.25,132,149,17,11.41%,Profit,4,Low Cost Product,Furniture,Furnishings,COD
B-25620,193,147,193,46,23.83%,Profit,1,Low Cost Product,Electronics,Printers,Credit Card
B-26051,8.5,61,85,24,28.24%,Profit,10,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25673,8.8,61,44,-17,-38.64%,Loss,5,Low Cost Product,Clothing,Saree,UPI
B-25721,74.5,189,149,-40,-26.85%,Loss,2,Low Cost Product,Electronics,Phones,COD
B-25764,13,26,26,0,0.00%,Breakeven Point,2,Low Cost Product,Clothing,Kurti,COD
B-25645,21.5,86,86,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,T-shirt,Debit Card
B-26066,43,64,86,22,25.58%,Profit,2,Low Cost Product,Clothing,Saree,Debit Card
B-26003,26.33,63,79,16,20.25%,Profit,3,Low Cost Product,Clothing,T-shirt,COD
B-25712,64.33,468,193,-275,-142.49%,Loss,3,Low Cost Product,Electronics,Phones,Credit Card
B-25796,49.33,148,148,0,0.00%,Breakeven Point,3,Low Cost Product,Clothing,Saree,COD
B-25738,35,84,70,-14,-20.00%,Loss,2,Low Cost Product,Furniture,Furnishings,UPI
